t1location...1,t1emotions_1,t1emotions_2,t1emotions_3,t1emotions_4,t1emotions_5,t1emotions_6,t1emotions_7,t1emotions_8,t1emotions_9,t1emotions_10,t1emotions_11,t1emotions_12,t1emotions_13,t1emotions_14,t1emotions_15,t1jobsa_1,t1jobstr_1,t1jobstr_2,t1jobstr_3,t1jobstr_4,t1jobstr_5,t1jobstr_6,t1jobsa_2,t1jobsa_3,t1wofa_1,t1wofa_2,t1wofa_3,t1threat_1,t1threat_2,t1threat_3,t2jobsa_1,t2jobstr_1,t2jobstr_2,t2jobstr_3,t2jobstr_4,t2jobstr_5,t2jobstr_6,t2jobsa_2,t2jobsa_3,t2threatlast_1,t2threatlast_2,t2threatlast_3,t2emotionslast_1,t2emotionslast_2,t2emotionslast_3,t2emotionslast_4,t2emotionslast_5,t2emotionslast_6,t2emotionslast_7,t2emotionslast_8,t2emotionslast_9,t2threat_1,t2threat_2,t2threat_3,t3jobsa_1,t3jobstr_1,t3jobstr_2,t3jobstr_3,t3jobstr_4,t3jobstr_5,t3jobstr_6,t3jobsa_2,t3jobsa_3,t3threatlast_1,t3threatlast_2,t3threatlast_3,t3emotionslast_1,t3emotionslast_2,t3emotionslast_3,t3emotionslast_4,t3emotionslast_5,t3emotionslast_6,t3emotionslast_7,t3emotionslast_8,t3emotionslast_9,t3threat_1,t3threat_2,t3threat_3,t1occ,t1found,t1own,t1location...83,t1age_1,t1gender,t1lang,t1edu,t1preocc,t1evcat_,t1evdes_,t1novel_,t1disrup_,t1perfo_,t1probsolv_,t1copeact1_,t1copeact2_,t1copeplan1_,t1copeplan2_,t1coperefram1_,t1coperefram2_,t1copeaccept1_,t1copeaccept2_,t1copehumor1_,t1copehumor2_,t1copeemosup1_,t1copeemosup2_,t1copeinssup1_,t1copeinssup2_,t1copedistr1_,t1copedistr2_,t1copedenial1_,t1copedenial2_,t1copevent1_,t1copevent2_,t1copediseng1_,t1copediseng2_,t1copeblame1_,t1copeblame2_,t2evcat_,t2evdes_,t2novel_,t2disrup_,t2perfo_,t2copeact1_,t2copeact2_,t2copeplan1_,t2copeplan2_,t2coperefram1_,t2coperefram2_,t2copeaccept1_,t2copeaccept2_,t2copehumor1_,t2copehumor2_,t2copeemosup1_,t2copeemosup2_,t2copeinssup1_,t2copeinssup2_,t2copedistr1_,t2copedistr2_,t2copedenial1_,t2copedenial2_,t2copevent1_,t2copevent2_,t2copediseng1_,t2copediseng2_,t2copeblame1_,t2copeblame2_,t3evcat_,t3evdes_,t3novel_,t3disrup_,t3perfo_,t3copeact1_,t3copeact2_,t3copeplan1_,t3copeplan2_,t3coperefram1_,t3coperefram2_,t3copeaccept1_,t3copeaccept2_,t3copehumor1_,t3copehumor2_,t3copeemosup1_,t3copeemosup2_,t3copeinssup1_,t3copeinssup2_,t3copedistr1_,t3copedistr2_,t3copedenial1_,t3copedenial2_,t3copevent1_,t3copevent2_,t3copediseng1_,t3copediseng2_,t3copeblame1_,t3copeblame2_,t1timebuiss
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,9,1,1,3,NA,1,lin.,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8273096132809177,1,1,1,1,1,1,-0.9848931350210511,-2.942352898140996,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,16,1,3,4,NA,1,"As we have been operating a niche market with limited players over a period of 12 years. the customer understanding of technology and its pricing has been bleak , but trust has kept the business going. The business kept on improving as the customers provided us with more penetration with our technology products into their ecosystem. But, over a period of 12 years the market size of the education services that our customers provide shrunk at least 50 percent. All kinds of trust not only with us but every other vendor , department heads and employees started wavering. As the revenues shrunk 50 percent, but the customers agenda kept on to squeeze the same services at the lower costs as their perspective being of being overcharged. And also being to regain market share they need the same quality of services. But for us it has not been possible to provide the same services at lower costs. We kept on holding for past 4 years as we were getting a volume of business. But slowly the costs kept on taking a toll and we have understood that if we gave same quality of services double cost was required as we have already dented and squeezed our startup to unbearable extent in 4 years . Hence we started pushing for cost hikes, which our customers took all measures to pull down. At the end all our relationships have broken and we need to search for new market arenas for our superior products .",1,5,2,1,4,4,4,4,4,4,4,4,2,2,4,4,1,1,3,3,1,1,1,2,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3653
2,1,2,2,4,2,3,1,2,1,1,1,1,1,2,1,0.8273096132809177,1,1,2,2,1,2,-0.020099859898389024,-0.125554947416035,NA,NA,NA,4,4,4,-0.4438967616184751,2,1,2,1,2,2,-0.04159486595109743,0.22396021441138544,3,3,2,2,4,4,2,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,27,1,3,4,NA,1,Currently we are working on our app and web development and we contacted many vendor and one  vendor has agreed but end time they increase their charges which we couldn't pay and we have to again start the process of identifying vendors,1,5,5,5,4,4,3,3,3,4,3,1,1,1,1,2,3,3,3,2,2,1,3,1,1,1,2,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-181
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8273096132809177,1,1,1,1,1,1,1.427090052785604,0.8494904970656822,NA,NA,NA,3,1,1,1.1097419040461884,1,1,1,2,2,1,1.149530840830325,-0.22634276988384716,4,2,2,1,5,1,4,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,27,2,3,6,NA,1,"Our head of sales and procurement met with an accident and is indisposed. This happened when my husband was in hospital while down with COVID 19. I was already preoccupied with that and his accident created a void in the team and this happened while procurement season is about to start. However, we have built certain redundancy and junior members of the team could shoulder the responsibility.",1,3,4,5,4,4,4,2,4,3,4,4,1,2,4,4,4,4,1,2,1,1,1,1,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974
2,4,1,1,1,2,4,1,2,1,1,3,4,3,2,1,0.8273096132809177,1,1,2,2,1,1,0.462296777662942,0.5244753489051098,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,4,4,3,3,3,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,12,2,3,4,NA,1,I was at the store front & customers came with a bad mood. I was polite with her & greet her as i usually do but she act with me rudely & speak with me in bad words.,1,1,3,4,2,2,4,3,3,4,3,2,2,2,1,2,2,2,2,3,1,1,3,2,2,3,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762
2,1,1,1,1,1,2,2,1,1,1,4,1,1,1,1,-1.496198236784639,1,1,1,1,1,1,0.9446934152242731,0.5786445402652052,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,10,1,3,4,NA,1,COVID crises,1,2,4,2,2,2,2,2,3,3,4,3,3,4,3,3,3,3,4,3,1,1,1,2,3,3,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428
2,1,4,1,4,1,1,5,4,2,2,5,2,4,4,4,-0.3344443117518606,2,2,2,2,2,2,0.5105364414190752,0.3619677748248236,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,48,1,1,4,NA,1,I'm looking for funds,4,5,5,1,4,4,4,4,4,4,4,4,1,1,4,3,2,2,3,4,1,NA,1,1,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609
2,1,3,1,5,1,2,2,2,2,1,1,1,1,1,2,0.8273096132809177,2,2,1,3,4,2,0.462296777662942,0.5786445402652052,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,1,1,4,1,1,1,1,1,NA,NA,NA,0.5039526306789699,1,1,1,3,4,4,-0.29378028446038484,-0.14860752335342747,4,5,4,1,1,1,4,1,1,1,1,1,NA,NA,NA,1,1,2,2,6,1,3,4,NA,1,We have completed the product design and done the testing phase and we have got the result of the test. it has been very difficult to get the corrected product for more testing and launching.,4,5,5,3,4,4,4,4,4,4,4,3,1,1,4,4,4,4,2,1,1,1,1,3,1,1,4,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123
2,4,4,3,3,2,4,1,4,4,1,1,1,1,1,1,-0.3344443117518606,2,2,2,2,1,1,1.0894124064926725,0.5244753489051098,NA,NA,NA,3,2,4,1.1097419040461884,1,1,2,2,2,1,0.47455960698751903,0.4240948740981555,4,1,3,3,1,1,1,4,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,5,1,1,4,NA,1,"As we provide 1 on 1 live online tuitions on our platform, One of our client faced some kind of problem with the faculty allotted to their child.",1,5,4,5,4,4,3,3,4,3,2,4,1,1,3,3,3,3,3,3,1,1,1,3,1,1,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153
2,4,5,2,3,2,5,2,3,3,4,1,1,1,2,2,0.8273096132809177,2,2,2,3,4,2,-1.9014467463875802,-2.563168558620328,NA,NA,NA,1,3,2,-0.4438967616184751,2,2,1,4,4,3,-0.7959744802459984,-1.5772517227695448,2,4,3,4,4,2,2,4,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,10,1,3,4,NA,1,"Due to critical timelines we are facing difficulties in getting product delivered on time, due to which internal conflicts are occurring",4,4,5,5,3,3,4,3,2,3,2,3,2,1,2,2,3,2,1,3,1,1,2,2,3,3,4,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244
2,4,3,3,1,3,5,1,4,2,4,2,1,3,2,3,0.8273096132809177,2,1,1,3,4,2,0.028139803857744082,-1.3714463486982293,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,9,1,3,4,NA,1,"There was a meeting scheduled at 3'o clock on Monday, I reached the venue at 2:50 and the client neither responded my calls nor did he show up. I felt cheated after investing so much of my time for the requirement analysis. making PPTs for him and in the end, he didn't bother to even pick up my calls.",2,4,2,1,3,3,4,4,3,3,4,4,1,1,3,3,2,2,1,2,1,1,1,2,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366
2,2,4,3,1,4,4,4,4,4,4,4,3,3,4,4,-0.3344443117518606,2,2,2,2,2,3,-0.21305851492292144,0.09112181802434659,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,22,1,3,5,NA,1,Office politics,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-181
2,1,4,3,3,3,1,1,1,1,1,1,3,3,3,3,0.8273096132809177,2,2,2,2,2,2,0.89645375146814,1.0119980711459684,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,12,1,1,4,NA,1,Small team size and absence of right talent,4,4,5,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701
2,3,4,4,1,2,4,1,1,1,1,1,2,4,1,4,-3.8197060868501955,1,1,5,3,4,2,-3.0109590127786414,-4.18824429942319,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,22,1,3,4,NA,1,"Our optimum product demand on Low cost 
by farmers.",4,2,2,3,3,4,3,3,2,4,4,3,1,1,3,3,2,2,4,2,1,1,2,2,2,1,1,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2039
2,3,2,4,1,3,4,1,5,3,1,1,1,1,4,3,0.8273096132809177,2,1,1,2,2,2,0.462296777662942,0.6328137316253006,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,28,1,1,4,NA,1,"I could not supply the material as per my commitment date, because of non supply of material from our vendor.",3,3,4,4,3,4,4,4,4,3,2,1,1,2,2,3,4,3,3,2,1,2,2,3,1,2,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854
2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8273096132809177,1,1,1,3,1,2,-0.888413807508785,0.416136966184919,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4,3,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,4,3,4,4,3,3,3,3,NA,NA,NA,3,1,1,2,3,1,3,2,NA,1,Wrong product delivered,2,2,5,5,4,4,3,2,3,1,4,2,1,1,1,1,4,2,1,1,1,1,1,1,1,3,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-212
2,4,3,3,3,3,4,2,3,1,1,2,1,1,1,1,0.8273096132809177,1,1,1,2,2,2,0.462296777662942,0.5786445402652052,NA,NA,NA,1,4,4,-0.4438967616184751,2,1,1,2,2,2,-1.6297624749929942,-0.026208110197077115,1,1,1,4,3,2,2,2,3,2,3,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,4,2,1,1,4,3,4,1,NA,NA,NA,1,1,2,2,16,1,1,5,NA,1,A pump which was newly procured showed a minor malfunction.,2,3,5,3,4,3,4,4,1,2,4,4,1,1,3,3,4,3,1,1,1,1,1,2,4,2,1,1,1,Desired results not obtained with a newly procured membrane system.,4,4,5,3,3,4,4,4,2,3,3,1,1,3,3,4,3,1,1,1,1,1,2,1,1,2,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792
2,3,4,3,2,3,4,3,2,2,1,1,1,2,2,2,-0.3344443117518606,2,2,1,2,2,2,-0.936653471264918,-0.5047392869367028,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,22,1,3,6,NA,1,We have partnered with Village Forest Management Committe to provide the space for setting our mini-processing unit. Now with change in leadership at District level. District forest department decided to provide the new venue and not the old which they used to give us for last 3 years.,1,5,3,3,4,4,4,4,3,4,3,3,1,1,3,3,4,4,3,3,1,1,2,2,1,1,1,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,4,1,1,2,NA,1,"The fund we got to execute our project in one month but it took more than 2 months because the uncertainties we didn't gauge, So we end up having serious cash flow problems",4,5,5,5,4,4,4,4,3,3,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488
2,3,4,3,3,4,3,3,2,3,2,1,1,1,1,1,0.8273096132809177,1,1,1,2,2,1,0.41405711390680894,0.03695262666425119,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,7,1,3,4,NA,1,We were having very less working capital.,1,5,3,3,3,3,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214
2,4,4,4,4,4,5,5,5,4,3,5,4,4,5,3,-0.3344443117518606,2,2,3,4,5,3,-1.4672897725823821,-2.671506941340519,NA,NA,NA,1,4,3,-0.4438967616184751,3,2,4,5,5,2,-1.1136080020543777,-3.0282280054986277,5,5,5,3,4,5,5,5,4,5,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,10,1,3,4,NA,1,"I'm feeling that we need a few more people in our team to cope with logistics, marketing, and compliance management.",5,5,5,3,3,4,4,4,3,3,4,4,1,1,1,2,4,3,3,2,1,1,1,1,1,1,1,1,1,"I'm feeling that we need an additional person to deal with marketing, sales, and HR.",6,5,5,4,4,4,4,4,2,3,4,1,1,3,2,3,3,2,2,1,1,1,1,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366
1,5,5,1,3,4,5,5,5,4,5,5,5,5,5,5,-0.3344443117518606,4,4,4,4,4,4,-0.2612981786790545,-0.7755852437371799,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,1,3,1,5,5,5,3,NA,NA,NA,0.5039526306789699,2,2,1,2,2,2,-1.2215074985458114,-1.7089865185644153,4,5,3,4,4,1,3,2,3,2,4,2,NA,NA,NA,1,1,2,1,13,1,3,5,NA,1,I was in the process of closing a financing round and due to novel COVID-19 regulations this could not be done in person. We had to coordinate signatures from within and outside the Netherlands and the filing of all documents got a bit complicated.,1,5,5,5,4,4,4,4,2,1,4,4,1,1,2,2,4,3,1,1,1,1,1,2,1,3,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,4,4,1,1,2,5,3,5,1,4,5,4,4,4,4,-2.657952161817417,4,2,2,2,4,1,-2.8662400215102424,-0.8839236264573707,NA,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,25,1,2,4,NA,1,Postponing of potential investor negotiations could lead to financial difficulties towards the end of the year.,4,3,4,2,3,2,2,4,2,3,3,2,1,1,1,1,3,2,3,2,1,1,2,2,1,1,2,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884
