t1location...1,t1emotions_1,t1emotions_2,t1emotions_3,t1emotions_4,t1emotions_5,t1emotions_6,t1emotions_7,t1emotions_8,t1emotions_9,t1emotions_10,t1emotions_11,t1emotions_12,t1emotions_13,t1emotions_14,t1emotions_15,t1jobsa_1,t1jobstr_1,t1jobstr_2,t1jobstr_3,t1jobstr_4,t1jobstr_5,t1jobstr_6,t1jobsa_2,t1jobsa_3,t1wofa_1,t1wofa_2,t1wofa_3,t1threat_1,t1threat_2,t1threat_3,t2jobsa_1,t2jobstr_1,t2jobstr_2,t2jobstr_3,t2jobstr_4,t2jobstr_5,t2jobstr_6,t2jobsa_2,t2jobsa_3,t2threatlast_1,t2threatlast_2,t2threatlast_3,t2emotionslast_1,t2emotionslast_2,t2emotionslast_3,t2emotionslast_4,t2emotionslast_5,t2emotionslast_6,t2emotionslast_7,t2emotionslast_8,t2emotionslast_9,t2threat_1,t2threat_2,t2threat_3,t3jobsa_1,t3jobstr_1,t3jobstr_2,t3jobstr_3,t3jobstr_4,t3jobstr_5,t3jobstr_6,t3jobsa_2,t3jobsa_3,t3threatlast_1,t3threatlast_2,t3threatlast_3,t3emotionslast_1,t3emotionslast_2,t3emotionslast_3,t3emotionslast_4,t3emotionslast_5,t3emotionslast_6,t3emotionslast_7,t3emotionslast_8,t3emotionslast_9,t3threat_1,t3threat_2,t3threat_3,t1occ,t1found,t1own,t1location...83,t1age_1,t1gender,t1lang,t1edu,t1preocc,t1evcat_,t1evdes_,t1novel_,t1disrup_,t1perfo_,t1probsolv_,t1copeact1_,t1copeact2_,t1copeplan1_,t1copeplan2_,t1coperefram1_,t1coperefram2_,t1copeaccept1_,t1copeaccept2_,t1copehumor1_,t1copehumor2_,t1copeemosup1_,t1copeemosup2_,t1copeinssup1_,t1copeinssup2_,t1copedistr1_,t1copedistr2_,t1copedenial1_,t1copedenial2_,t1copevent1_,t1copevent2_,t1copediseng1_,t1copediseng2_,t1copeblame1_,t1copeblame2_,t2evcat_,t2evdes_,t2novel_,t2disrup_,t2perfo_,t2copeact1_,t2copeact2_,t2copeplan1_,t2copeplan2_,t2coperefram1_,t2coperefram2_,t2copeaccept1_,t2copeaccept2_,t2copehumor1_,t2copehumor2_,t2copeemosup1_,t2copeemosup2_,t2copeinssup1_,t2copeinssup2_,t2copedistr1_,t2copedistr2_,t2copedenial1_,t2copedenial2_,t2copevent1_,t2copevent2_,t2copediseng1_,t2copediseng2_,t2copeblame1_,t2copeblame2_,t3evcat_,t3evdes_,t3novel_,t3disrup_,t3perfo_,t3copeact1_,t3copeact2_,t3copeplan1_,t3copeplan2_,t3coperefram1_,t3coperefram2_,t3copeaccept1_,t3copeaccept2_,t3copehumor1_,t3copehumor2_,t3copeemosup1_,t3copeemosup2_,t3copeinssup1_,t3copeinssup2_,t3copedistr1_,t3copedistr2_,t3copedenial1_,t3copedenial2_,t3copevent1_,t3copevent2_,t3copediseng1_,t3copediseng2_,t3copeblame1_,t3copeblame2_,t1timebuiss
1,4,5,4,2,3,4,1,5,4,4,1,4,5,1,3,-1.496198236784639,3,1,1,3,2,3,-2.1908847289243787,-0.23389333013622582,NA,NA,NA,5,4,3,-1.9975354272831385,2,1,1,3,2,2,-2.3444378990618477,0.37406120917646296,2,2,2,1,2,2,2,1,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,9,1,2,4,NA,1,I closed down my office so I can save money by working from home.,1,5,5,4,4,4,4,4,4,4,4,3,1,2,1,2,1,1,4,4,1,1,2,2,1,2,3,4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151
1,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0.8273096132809177,5,1,1,2,1,1,1.0411727427365394,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,1,1,1,1,50,1,2,4,NA,1,Powersupply burned out.,1,5,3,1,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,2,2,1,2,2,1,1,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397
1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,-0.3344443117518606,1,1,2,2,2,2,0.2210984588822765,0.03695262666425119,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,17,2,2,4,NA,1,A member of the company I do a project for had no time this week to finish the agreed task.,4,4,2,2,1,1,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731
1,4,4,4,3,3,4,2,5,1,1,1,2,4,4,1,0.8273096132809177,2,1,1,2,2,2,-0.020099859898389024,0.5786445402652052,NA,NA,NA,4,5,5,-0.4438967616184751,2,1,1,2,2,2,-0.4386367682115716,0.47412853901984797,4,4,4,1,3,3,1,1,4,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,21,1,3,5,NA,1,Rules of partner eligibility and cost eligibility within a granted EU subsidy,4,5,5,1,4,4,4,4,3,2,3,3,2,1,4,4,4,3,3,3,1,1,1,2,1,1,1,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458
1,2,3,1,3,1,3,2,5,2,1,1,1,2,2,1,0.8273096132809177,1,1,1,2,2,1,0.7034950964436075,0.8494904970656822,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,2,1,1,3,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,8,1,2,4,NA,1,"We are developing our own platform and due to some mistakes it was down for a few days (luckily, the platform is not really used yet).",2,5,3,5,4,4,3,3,2,3,4,4,2,3,1,1,1,2,1,1,1,1,1,2,2,1,3,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004
1,4,3,1,1,3,4,1,4,1,1,4,4,1,4,1,0.8273096132809177,2,1,2,2,1,1,0.9929330789804062,0.8494904970656822,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,14,1,3,4,NA,1,Difficulty with online meetings,4,3,2,3,3,3,2,3,1,2,4,4,2,2,2,2,3,3,3,3,1,1,1,2,2,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,-0.3344443117518606,2,1,1,2,1,1,-0.50249649745972,1.1203364538661593,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,20,1,2,5,NA,1,A client was not in favor of implementing some advise I gave,3,3,2,4,2,2,2,1,2,1,2,3,3,3,1,3,1,2,1,1,1,1,1,1,1,1,2,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
3,4,1,1,1,4,5,1,4,1,2,1,1,1,2,1,-1.496198236784639,2,1,1,3,3,1,-1.4672897725823821,0.3077985834647282,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,9,1,3,2,NA,1,"Due to miscommunications, we put in much effort for a project, that gained us only a small donation.",2,2,1,4,1,1,3,3,2,3,3,3,2,2,3,3,3,3,3,3,1,1,2,3,1,1,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153
3,1,3,1,1,1,4,1,4,1,1,1,1,1,1,1,0.8273096132809177,1,1,2,2,2,1,0.7034950964436075,0.5786445402652052,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,5,2,3,3,NA,1,Absence of necessary construction workers at the site,2,3,4,4,4,4,4,4,2,2,4,4,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153
3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,3,-0.3344443117518606,4,4,4,4,4,4,-1.0813724625333174,-1.3172771573381339,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,4,1,3,2,NA,1,b,4,4,3,5,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
3,2,4,3,1,4,5,4,5,3,1,1,1,1,1,2,-0.3344443117518606,2,1,1,1,3,3,0.89645375146814,-0.45057009557660743,NA,NA,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,3,2,1,2,NA,1,We were not sure if we want to focus on only one task or diversify into starting a new difficult project,1,3,5,5,2,3,3,3,4,3,3,3,1,1,2,3,3,3,3,2,1,1,1,2,1,1,2,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-273
3,3,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,-0.3344443117518606,2,3,3,3,3,3,-0.50249649745972,-1.8589690709390878,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,8,1,2,3,NA,1,people were sick,2,2,2,4,3,2,2,2,3,2,3,3,4,2,2,2,3,2,3,3,3,2,3,3,2,3,2,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31
3,4,2,2,3,3,4,4,4,1,1,1,1,1,3,3,0.8273096132809177,1,1,1,2,1,1,0.7034950964436075,0.3077985834647282,3,2,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,3,2,3,2,NA,1,"I am teaching pupils who are between 12 and 19 years old. Sometimes they spontaneously cancel classes. I encounter this a problem since I am organizing and structuring the lessons quite well while also writing my bachelor thesis at the moment. Therefore, this causes stress for me and the business.",4,4,5,2,4,2,4,4,1,1,4,1,2,2,4,4,4,4,3,3,2,1,2,3,1,1,4,4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-214
3,4,2,2,3,4,4,3,4,2,2,4,1,3,2,3,0.8273096132809177,2,1,1,3,2,1,0.9446934152242731,0.5786445402652052,2,2,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,4,1,3,6,NA,1,Lieferanten waren sehr unzuverlässig,2,4,4,4,4,4,4,3,2,2,4,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974
3,1,1,1,1,1,4,4,3,1,1,4,1,4,1,1,-2.657952161817417,1,1,1,1,4,3,-0.9848931350210511,-0.7755852437371799,2,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,7,2,3,4,NA,1,"A client is asking for a LOGO idea. But my work is not entirely aligned with their expectations. My design concept is usually abstract and contemporary, whereas the client wanted something more commercial-looking.",5,3,3,3,3,3,2,2,4,3,4,4,3,3,4,4,2,2,3,2,1,1,2,2,2,2,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334
1,1,2,1,1,1,2,1,2,3,3,1,1,3,2,1,-0.3344443117518606,1,1,1,1,1,1,0.6070157689313413,1.0119980711459684,2,2,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,1,9,2,1,4,NA,1,My partner told me that he no longer can take responsibility for things to do for our brand. This means that i have to take everything on myself. It was also hard to feel that he is letting go in a way of something we've built together.,1,4,4,4,2,2,2,2,4,3,4,4,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
3,4,2,1,1,4,5,3,4,2,4,3,2,4,3,3,-0.3344443117518606,1,2,1,2,1,1,0.028139803857744082,0.416136966184919,2,2,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,1,1,1,1,4,2,4,2,NA,NA,NA,3,1,2,3,5,1,3,4,NA,1,"Certain colleagues do not do their part in projects, causing delays and overall tensions with the coworkers",4,3,2,2,2,2,1,2,1,1,3,3,3,3,3,3,2,2,3,2,1,1,1,2,2,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912
3,3,3,3,3,4,4,3,3,3,2,1,1,1,1,1,0.8273096132809177,2,1,3,4,4,3,-0.11657918741065523,-0.3422317128564166,3,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,3,2,1,2,NA,1,Issues with legal documents that postpone important due dates,2,4,3,2,3,4,2,2,4,3,2,2,1,2,1,3,2,2,3,3,1,1,1,1,1,1,1,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-245
1,4,3,1,2,3,4,2,4,1,1,1,1,2,1,1,0.8273096132809177,1,1,1,2,1,1,-0.020099859898389024,0.8494904970656822,2,2,2,3,4,4,1.1097419040461884,1,1,1,3,2,1,-0.04159486595109743,0.47412853901984797,4,4,3,4,3,1,1,4,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,7,1,3,4,NA,1,Manufacturing communication problems and delays.,4,2,4,2,2,2,2,3,2,1,3,2,2,2,1,3,1,1,1,1,1,1,1,4,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,4,3,3,3,3,4,4,4,4,4,1,3,3,3,3,-1.496198236784639,3,4,4,3,4,3,-0.5507361612158532,-1.0464312005376568,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,4,2,3,3,NA,1,work with other people,3,4,4,3,3,3,3,3,3,2,4,3,1,2,4,3,3,4,2,3,1,2,3,3,3,1,4,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,4,3,3,3,3,3,1,4,3,1,3,1,3,3,3,0.8273096132809177,NA,1,NA,NA,1,NA,-0.50249649745972,1.1203364538661593,2,2,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,21,2,3,2,NA,1,Lost money,2,2,1,3,4,4,4,3,3,4,4,4,1,3,3,4,4,4,3,3,1,2,2,2,3,2,4,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-184
1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0.8273096132809177,1,1,1,1,2,1,1.1858917340049386,0.8494904970656822,4,4,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,16,1,3,6,NA,1,The customer was not happy with he's pasta. It was an opinion problem. He said the chicken was too dry and wanted hes money back.,2,3,2,5,2,3,1,1,3,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943
3,4,3,2,2,4,5,1,5,4,4,1,2,4,2,3,-0.3344443117518606,1,1,1,3,2,1,-0.50249649745972,0.5786445402652052,2,2,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,6,1,3,4,NA,1,I had a discussion with my colleague about our working hours. We had different ideas about the time we wanted to spend in our label.,3,3,4,4,4,4,4,4,4,3,4,3,2,2,3,3,3,3,3,3,1,2,2,3,3,1,3,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304
3,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,-1.496198236784639,1,1,1,1,1,1,-0.454256833703587,-1.1006003918977523,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,1,4,1,3,3,1,2,1,NA,NA,NA,-1.7638342073763935,1,1,1,1,1,1,-1.2215074985458114,-1.1517083059890625,1,2,2,4,1,4,1,4,4,1,1,1,NA,NA,NA,1,1,2,3,19,1,1,5,NA,1,Problem: Outbreak limiting the movement of agents.,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2616
